Comunidades y ciudades autónomas;Sexo;País de nacimiento;Grupo quinquenal de edad;Periodo;Total
11 Extremadura;Hombres;Extranjero;De 25 a 29 años;2010S1;-19
11 Extremadura;Hombres;Extranjero;De 25 a 29 años;2009S2;46
11 Extremadura;Hombres;Extranjero;De 25 a 29 años;2009S1;42
11 Extremadura;Hombres;Extranjero;De 25 a 29 años;2008S2;68
11 Extremadura;Hombres;Extranjero;De 25 a 29 años;2008S1;104
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2022S1;90
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2021S2;62
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2021S1;-26
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2020S2;33
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2020S1;59
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2019S2;90
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2019S1;84
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2018S2;49
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2018S1;40
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2017S2;16
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2017S1;-34
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2016S2;-55
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2016S1;-44
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2015S2;-51
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2015S1;-44
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2014S2;-84
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2014S1;-30
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2013S2;-53
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2013S1;-86
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2012S2;-30
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2012S1;-41
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2011S2;23
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2011S1;32
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2010S2;-11
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2010S1;3
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2009S2;-12
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2009S1;20
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2008S2;56
11 Extremadura;Hombres;Extranjero;De 30 a 34 años;2008S1;58
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2022S1;55
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2021S2;49
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2021S1;-21
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2020S2;17
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2020S1;54
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2019S2;36
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2019S1;39
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2018S2;24
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2018S1;2
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2017S2;-5
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2017S1;-74
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2016S2;-66
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2016S1;-56
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2015S2;-23
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2015S1;-29
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2014S2;-40
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2014S1;-59
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2013S2;-73
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2013S1;-78
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2012S2;-14
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2012S1;-33
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2011S2;16
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2011S1;2
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2010S2;-49
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2010S1;-16
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2009S2;13
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2009S1;8
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2008S2;32
11 Extremadura;Hombres;Extranjero;De 35 a 39 años;2008S1;53
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2022S1;42
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2021S2;34
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2021S1;-17
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2020S2;8
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2020S1;34
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2019S2;24
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2019S1;5
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2018S2;-3
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2018S1;13
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2017S2;-14
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2017S1;-71
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2016S2;-47
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2016S1;-59
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2015S2;-31
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2015S1;-36
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2014S2;-29
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2014S1;-36
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2013S2;-47
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2013S1;-62
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2012S2;-28
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2012S1;-26
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2011S2;4
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2011S1;11
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2010S2;-7
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2010S1;-18
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2009S2;-1
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2009S1;3
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2008S2;-2
11 Extremadura;Hombres;Extranjero;De 40 a 44 años;2008S1;35
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2022S1;27
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2021S2;22
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2021S1;-24
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2020S2;-4
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2020S1;30
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2019S2;32
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2019S1;-2
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2018S2;-8
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2018S1;2
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2017S2;-12
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2017S1;-46
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2016S2;-28
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2016S1;-60
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2015S2;-38
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2015S1;-58
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2014S2;-23
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2014S1;-23
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2013S2;-21
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2013S1;-72
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2012S2;-7
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2012S1;-25
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2011S2;-10
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2011S1;-18
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2010S2;-2
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2010S1;-12
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2009S2;3
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2009S1;16
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2008S2;7
11 Extremadura;Hombres;Extranjero;De 45 a 49 años;2008S1;18
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2022S1;16
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2021S2;15
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2021S1;-4
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2020S2;3
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2020S1;3
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2019S2;38
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2019S1;-10
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2018S2;10
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2018S1;-9
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2017S2;-1
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2017S1;-33
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2016S2;-24
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2016S1;-43
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2015S2;-34
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2015S1;-30
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2014S2;-19
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2014S1;-13
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2013S2;-48
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2013S1;-31
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2012S2;-18
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2012S1;-27
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2011S2;-7
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2011S1;13
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2010S2;-5
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2010S1;0
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2009S2;-2
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2009S1;5
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2008S2;4
11 Extremadura;Hombres;Extranjero;De 50 a 54 años;2008S1;13
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2022S1;16
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2021S2;15
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2021S1;-12
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2020S2;3
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2020S1;15
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2019S2;20
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2019S1;-9
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2018S2;-1
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2018S1;-5
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2017S2;-13
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2017S1;-21
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2016S2;-44
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2016S1;-22
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2015S2;-27
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2015S1;-9
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2014S2;-16
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2014S1;6
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2013S2;-13
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2013S1;-26
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2012S2;-18
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2012S1;-1
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2011S2;-8
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2011S1;-3
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2010S2;13
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2010S1;-9
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2009S2;-6
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2009S1;11
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2008S2;4
11 Extremadura;Hombres;Extranjero;De 55 a 59 años;2008S1;9
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2022S1;4
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2021S2;13
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2021S1;-10
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2020S2;4
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2020S1;2
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2019S2;14
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2019S1;0
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2018S2;0
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2018S1;0
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2017S2;-2
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2017S1;-24
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2016S2;-9
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2016S1;-2
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2015S2;-2
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2015S1;-7
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2014S2;-17
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2014S1;-6
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2013S2;-9
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2013S1;-6
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2012S2;-6
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2012S1;-1
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2011S2;0
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2011S1;-5
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2010S2;-8
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2010S1;8
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2009S2;5
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2009S1;-2
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2008S2;3
11 Extremadura;Hombres;Extranjero;De 60 a 64 años;2008S1;13
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2022S1;4
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2021S2;16
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2021S1;-8
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2020S2;4
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2020S1;2
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2019S2;5
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2019S1;-3
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2018S2;8
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2018S1;4
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2017S2;8
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2017S1;-5
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2016S2;-7
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2016S1;-2
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2015S2;-1
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2015S1;-2
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2014S2;-10
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2014S1;0
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2013S2;5
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2013S1;0
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2012S2;0
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2012S1;2
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2011S2;7
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2011S1;5
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2010S2;3
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2010S1;-6
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2009S2;4
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2009S1;1
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2008S2;2
11 Extremadura;Hombres;Extranjero;De 65 a 69 años;2008S1;5
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2022S1;5
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2021S2;6
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2021S1;-9
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2020S2;7
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2020S1;-3
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2019S2;4
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2019S1;2
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2018S2;-1
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2018S1;-6
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2017S2;5
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2017S1;-8
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2016S2;1
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2016S1;-2
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2015S2;2
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2015S1;2
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2014S2;0
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2014S1;4
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2013S2;2
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2013S1;-5
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2012S2;1
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2012S1;3
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2011S2;6
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2011S1;7
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2010S2;1
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2010S1;1
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2009S2;0
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2009S1;0
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2008S2;5
11 Extremadura;Hombres;Extranjero;De 70 a 74 años  ;2008S1;2
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2022S1;3
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2021S2;4
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2021S1;-3
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2020S2;2
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2020S1;5
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2019S2;-1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2019S1;-1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2018S2;5
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2018S1;2
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2017S2;-4
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2017S1;-4
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2016S2;-1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2016S1;0
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2015S2;3
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2015S1;-1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2014S2;3
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2014S1;0
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2013S2;-2
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2013S1;1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2012S2;2
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2012S1;1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2011S2;5
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2011S1;1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2010S2;0
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2010S1;-3
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2009S2;2
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2009S1;2
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2008S2;1
11 Extremadura;Hombres;Extranjero;De 75 a 79 años  ;2008S1;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2022S1;6
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2021S2;3
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2021S1;-4
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2020S2;0
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2020S1;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2019S2;4
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2019S1;-1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2018S2;0
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2018S1;-3
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2017S2;-2
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2017S1;2
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2016S2;-3
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2016S1;0
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2015S2;-1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2015S1;2
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2014S2;0
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2014S1;0
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2013S2;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2013S1;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2012S2;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2012S1;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2011S2;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2011S1;0
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2010S2;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2010S1;3
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2009S2;1
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2009S1;-4
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2008S2;0
11 Extremadura;Hombres;Extranjero;De 80 a 84 años  ;2008S1;1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2022S1;1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2021S2;1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2021S1;-1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2020S2;-2
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2020S1;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2019S2;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2019S1;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2018S2;2
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2018S1;-1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2017S2;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2017S1;-1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2016S2;-4
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2016S1;1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2015S2;-3
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2015S1;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2014S2;-1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2014S1;-1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2013S2;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2013S1;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2012S2;1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2012S1;-3
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2011S2;-3
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2011S1;1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2010S2;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2010S1;1
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2009S2;-2
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2009S1;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2008S2;0
11 Extremadura;Hombres;Extranjero;De 85 a 89 años  ;2008S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2022S1;1
11 Extremadura;Hombres;Extranjero;90 y más años;2021S2;0
11 Extremadura;Hombres;Extranjero;90 y más años;2021S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2020S2;2
11 Extremadura;Hombres;Extranjero;90 y más años;2020S1;1
11 Extremadura;Hombres;Extranjero;90 y más años;2019S2;-1
11 Extremadura;Hombres;Extranjero;90 y más años;2019S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2018S2;1
11 Extremadura;Hombres;Extranjero;90 y más años;2018S1;1
11 Extremadura;Hombres;Extranjero;90 y más años;2017S2;-2
11 Extremadura;Hombres;Extranjero;90 y más años;2017S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2016S2;0
11 Extremadura;Hombres;Extranjero;90 y más años;2016S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2015S2;0
11 Extremadura;Hombres;Extranjero;90 y más años;2015S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2014S2;1
11 Extremadura;Hombres;Extranjero;90 y más años;2014S1;-1
11 Extremadura;Hombres;Extranjero;90 y más años;2013S2;1
11 Extremadura;Hombres;Extranjero;90 y más años;2013S1;1
11 Extremadura;Hombres;Extranjero;90 y más años;2012S2;-1
11 Extremadura;Hombres;Extranjero;90 y más años;2012S1;3
11 Extremadura;Hombres;Extranjero;90 y más años;2011S2;0
11 Extremadura;Hombres;Extranjero;90 y más años;2011S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2010S2;0
11 Extremadura;Hombres;Extranjero;90 y más años;2010S1;0
11 Extremadura;Hombres;Extranjero;90 y más años;2009S2;0
