Comunidades y ciudades autónomas;Sexo;País de nacimiento;Grupo quinquenal de edad;Periodo;Total
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2020S1;1
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2019S2;32
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2019S1;28
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2018S2;-11
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2018S1;16
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2017S2;-15
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2017S1;-19
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2016S2;-6
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2016S1;16
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2015S2;10
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2015S1;6
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2014S2;39
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2014S1;10
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2013S2;-18
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2013S1;-38
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2012S2;20
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2012S1;7
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2011S2;-6
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2011S1;-4
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2010S2;-6
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2010S1;-17
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2009S2;-22
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2009S1;3
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2008S2;14
04 Balears, Illes;Mujeres;Extranjero;De 70 a 74 años  ;2008S1;20
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2022S1;-2
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2021S2;-67
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2021S1;-8
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2020S2;-12
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2020S1;-4
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2019S2;21
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2019S1;-4
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2018S2;-9
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2018S1;-6
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2017S2;-25
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2017S1;-10
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2016S2;-5
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2016S1;12
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2015S2;-6
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2015S1;1
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2014S2;18
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2014S1;14
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2013S2;-7
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2013S1;-24
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2012S2;3
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2012S1;1
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2011S2;8
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2011S1;3
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2010S2;-12
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2010S1;-6
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2009S2;-4
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2009S1;-5
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2008S2;-2
04 Balears, Illes;Mujeres;Extranjero;De 75 a 79 años  ;2008S1;-6
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2022S1;1
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2021S2;-60
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2021S1;-8
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2020S2;1
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2020S1;4
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2019S2;0
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2019S1;0
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2018S2;-1
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2018S1;-4
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2017S2;-19
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2017S1;-19
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2016S2;3
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2016S1;9
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2015S2;6
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2015S1;0
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2014S2;6
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2014S1;8
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2013S2;2
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2013S1;5
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2012S2;6
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2012S1;-1
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2011S2;-3
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2011S1;5
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2010S2;-7
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2010S1;2
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2009S2;-6
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2009S1;0
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2008S2;-3
04 Balears, Illes;Mujeres;Extranjero;De 80 a 84 años  ;2008S1;-1
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2022S1;-3
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2021S2;-26
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2021S1;-9
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2020S2;-9
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2020S1;-1
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2019S2;3
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2019S1;-10
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2018S2;-1
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2018S1;5
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2017S2;-4
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2017S1;-8
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2016S2;6
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2016S1;9
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2015S2;5
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2015S1;9
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2014S2;8
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2014S1;4
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2013S2;5
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2013S1;-7
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2012S2;5
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2012S1;-4
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2011S2;5
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2011S1;0
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2010S2;-10
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2010S1;-2
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2009S2;-5
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2009S1;-5
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2008S2;0
04 Balears, Illes;Mujeres;Extranjero;De 85 a 89 años  ;2008S1;12
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2022S1;0
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2021S2;-18
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2021S1;3
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2020S2;-6
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2020S1;-1
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2019S2;-1
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2019S1;-5
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2018S2;-1
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2018S1;0
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2017S2;-3
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2017S1;-14
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2016S2;11
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2016S1;6
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2015S2;5
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2015S1;9
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2014S2;6
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2014S1;9
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2013S2;0
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2013S1;-5
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2012S2;6
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2012S1;8
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2011S2;-3
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2011S1;0
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2010S2;-5
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2010S1;2
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2009S2;-5
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2009S1;-4
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2008S2;1
04 Balears, Illes;Mujeres;Extranjero;90 y más años;2008S1;-2
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2022S1;427
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2021S2;322
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2021S1;208
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2020S2;184
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2020S1;353
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2019S2;527
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2019S1;468
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2018S2;487
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2018S1;512
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2017S2;532
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2017S1;426
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2016S2;441
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2016S1;284
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2015S2;274
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2015S1;245
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2014S2;258
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2014S1;221
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2013S2;213
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2013S1;200
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2012S2;215
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2012S1;203
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2011S2;229
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2011S1;197
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2010S2;186
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2010S1;187
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2009S2;161
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2009S1;186
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2008S2;244
05 Canarias;Hombres;Extranjero;De 0 a 4 años;2008S1;315
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2022S1;433
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2021S2;301
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2021S1;149
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2020S2;147
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2020S1;277
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2019S2;534
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2019S1;365
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2018S2;540
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2018S1;352
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2017S2;502
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2017S1;300
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2016S2;413
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2016S1;206
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2015S2;265
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2015S1;143
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2014S2;208
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2014S1;75
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2013S2;176
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2013S1;95
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2012S2;170
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2012S1;145
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2011S2;213
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2011S1;129
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2010S2;206
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2010S1;101
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2009S2;172
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2009S1;115
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2008S2;247
05 Canarias;Hombres;Extranjero;De 5 a 9 años;2008S1;262
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2022S1;421
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2021S2;301
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2021S1;124
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2020S2;117
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2020S1;246
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2019S2;488
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2019S1;343
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2018S2;485
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2018S1;279
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2017S2;416
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2017S1;186
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2016S2;367
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2016S1;155
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2015S2;313
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2015S1;60
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2014S2;184
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2014S1;12
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2013S2;161
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2013S1;47
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2012S2;190
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2012S1;123
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2011S2;186
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2011S1;126
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2010S2;227
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2010S1;96
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2009S2;209
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2009S1;119
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2008S2;283
05 Canarias;Hombres;Extranjero;De 10 a 14 años  ;2008S1;294
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2022S1;948
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2021S2;561
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2021S1;379
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2020S2;208
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2020S1;427
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2019S2;672
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2019S1;556
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2018S2;663
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2018S1;429
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2017S2;501
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2017S1;302
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2016S2;380
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2016S1;377
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2015S2;242
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2015S1;86
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2014S2;207
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2014S1;41
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2013S2;122
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2013S1;48
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2012S2;165
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2012S1;143
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2011S2;264
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2011S1;195
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2010S2;252
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2010S1;170
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2009S2;477
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2009S1;268
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2008S2;433
05 Canarias;Hombres;Extranjero;De 15 a 19 años  ;2008S1;508
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2022S1;791
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2021S2;509
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2021S1;343
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2020S2;194
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2020S1;634
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2019S2;977
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2019S1;986
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2018S2;1112
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2018S1;798
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2017S2;812
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2017S1;695
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2016S2;680
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2016S1;518
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2015S2;496
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2015S1;382
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2014S2;457
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2014S1;296
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2013S2;328
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2013S1;237
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2012S2;418
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2012S1;338
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2011S2;420
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2011S1;296
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2010S2;338
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2010S1;239
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2009S2;318
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2009S1;329
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2008S2;692
05 Canarias;Hombres;Extranjero;De 20 a 24 años;2008S1;880
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2022S1;702
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2021S2;430
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2021S1;241
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2020S2;105
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2020S1;551
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2019S2;909
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2019S1;1032
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2018S2;1011
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2018S1;878
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2017S2;719
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2017S1;660
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2016S2;612
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2016S1;470
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2015S2;414
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2015S1;293
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2014S2;315
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2014S1;280
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2013S2;218
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2013S1;93
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2012S2;274
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2012S1;331
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2011S2;274
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2011S1;185
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2010S2;256
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2010S1;214
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2009S2;224
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2009S1;337
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2008S2;569
05 Canarias;Hombres;Extranjero;De 25 a 29 años;2008S1;916
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2022S1;525
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2021S2;291
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2021S1;205
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2020S2;-36
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2020S1;569
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2019S2;798
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2019S1;881
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2018S2;691
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2018S1;738
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2017S2;545
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2017S1;470
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2016S2;421
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2016S1;318
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2015S2;195
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2015S1;174
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2014S2;103
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2014S1;136
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2013S2;6
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2013S1;-15
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2012S2;129
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2012S1;192
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2011S2;122
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2011S1;187
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2010S2;200
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2010S1;173
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2009S2;109
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2009S1;165
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2008S2;433
05 Canarias;Hombres;Extranjero;De 30 a 34 años;2008S1;680
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2022S1;425
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2021S2;291
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2021S1;194
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2020S2;-76
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2020S1;409
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2019S2;635
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2019S1;697
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2018S2;552
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2018S1;585
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2017S2;336
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2017S1;289
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2016S2;293
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2016S1;202
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2015S2;112
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2015S1;10
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2014S2;22
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2014S1;67
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2013S2;15
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2013S1;0
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2012S2;188
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2012S1;250
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2011S2;196
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2011S1;202
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2010S2;235
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2010S1;157
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2009S2;137
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2009S1;163
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2008S2;301
05 Canarias;Hombres;Extranjero;De 35 a 39 años;2008S1;580
